Timestamp,1. What is your age group?  ,2. What is your highest level of education?,3. What is your profession?  ,4. What is your experience in the IT field?  ,"1. How familiar are you with AI-generated content or the content generated from large language models (LLMs) like GPT, Llama, Gemini, etc.?",2. How often do you encounter AI-generated content on the internet?,3. How confident are you in your ability to identify AI-generated content from human-generated content?  ,4. How often do you find it difficult to confidently determine if a text whose writing style is in between AI-generated content and human-written content?,5. Do you believe AI-generated content can accurately mimic human content?,Rate the following text samples based on what you think they were generated by: [Don't limit yourself to just one school of thought; embrace the complexity and richness that comes from engaging with multiple perspectives.],Rate the following text samples based on what you think they were generated by: [I'm no poet. My goal in this life is to evoke feeling in people and change in the world.],"Rate the following text samples based on what you think they were generated by: [RT @LordSnow: If you are not watching #GameOfThrones tonight, you need to re-evaluate your life.]",Rate the following text samples based on what you think they were generated by: [If you were truly fed up of the cycle you would find a new one. Stop lying to yourself.],Rate the following text samples based on what you think they were generated by: [Why are psychiatrists turning away patients who can't pay cash? http://t.co/nAakUqAKJr via @NewsHour],"Rate the following text samples based on what you think they were generated by: [From existentialism to stoicism, each school of thought offers unique insights into the human experience. Dive deep into philosophy.]","Rate the following text samples based on what you think they were generated by: [@SeaWorld the fact is, That statement itself assumes the power to deny food to whales. Whales in the wild aren't worried about your denials.]",Rate the following text samples based on what you think they were generated by: [Regular updates to software can prevent attackers from exploiting known vulnerabilities.],"Rate the following text samples based on what you think they were generated by: [""The Great Wall of China is visible from space, showcasing human ingenuity on a monumental scale! #facts""]","Rate the following text samples based on what you think they were generated by: [Did you know? There are over 7,000 languages spoken around the world today!]",Rate the following text samples based on what you think they were generated by: [Be bold in pursuing your dreams; don't let fear or doubt hinder your progress towards becoming the best version of yourself.#dreambig#SelfMade],"Rate the following text samples based on what you think they were generated by: [@notdeadorgone Thanks! Some cranes have arrived in Fairbanks, but I haven't had a chance to welcome them back.]",Rate the following text samples based on what you think they were generated by: [Ransomware can cripple your system in minutes. Regular backups could be your best defense!],"Rate the following text samples based on what you think they were generated by: [RT @PapaJackQuote: When you find the right person who makes you happy, don't let them go.]","Rate the following text samples based on what you think they were generated by: [Antibiotics revolutionized medicine by making previously lethal infections treatable, saving countless lives since their discovery.]",Rate the following text samples based on what you think they were generated by: [Test-driven development enhances code reliability and functionality.],Rate the following text samples based on what you think they were generated by: [@iamsrk i am a big fan of your sense of humor baby! I just love it!!  I love you!!],Rate the following text samples based on what you think they were generated by: [Our customer service team is here 24/7 to assist you with any inquiries or support needs.],"Rate the following text samples based on what you think they were generated by: [That roach is legit the devil, all the windows in my house closed. Where it come from? Hmmm???]",Rate the following text samples based on what you think they were generated by: [Did you know? Economic inequality affects educational outcomes. Studies show a direct correlation between income levels and school performance. #EducationGap],Rate the following text samples based on what you think they were generated by: [Prioritize privacy protection by safeguarding personal information from malicious actors seeking unauthorized access through deceptive means.],"Rate the following text samples based on what you think they were generated by: [Ye,well done jam tarts blah blah blah blah. meanwhile #Sevco are back ,world beaters,great team performance,mcall is the man #SMSM Headlines]",Rate the following text samples based on what you think they were generated by: [use authenticator apps or sms codes as part of your 2fa setup for added safety.],Rate the following text samples based on what you think they were generated by: [How often do you review your disaster recovery plan? Being prepared means minimizing potential damage from unforeseen events.#DisasterPreparedness],"Rate the following text samples based on what you think they were generated by: [Guys... There's a long list of teachers we're looking to hire! Young, enthusiastic and reliable! Inbox me with with your areas of interest!]",Rate the following text samples based on what you think they were generated by: ["The good we secure for ourselves is precarious and uncertain until it is secured for all of us and incorporated into our common life." - Jane Addams ?? #WeAreAllConnected],Rate the following text samples based on what you think they were generated by: [This election is SO important for the future of our nation. Everyone PLEASE vote!],"Rate the following text samples based on what you think they were generated by: [well done @adobe, you've taken a simple program like @Lightroom and ruined it with bloat and the cloud. Standalone licence won't register]","Rate the following text samples based on what you think they were generated by: [Building a classroom community where everyone feels safe, respected, and valued is my top priority. #inclusiveclassroom #everyvoicematters]",Rate the following text samples based on what you think they were generated by: [The power of education can change the world. #believeinthefuture],"After reviewing and ranking various texts, how do you assess and evaluate the features based on their importance in distinguishing between different texts?  [Total Characters In the Text]","After reviewing and ranking various texts, how do you assess and evaluate the features based on their importance in distinguishing between different texts?  [Lowercase Characters In the Text]","After reviewing and ranking various texts, how do you assess and evaluate the features based on their importance in distinguishing between different texts?  [Number of Lowercase Words In the Text]","After reviewing and ranking various texts, how do you assess and evaluate the features based on their importance in distinguishing between different texts?  [Blanks (Spaces) In the Text]","After reviewing and ranking various texts, how do you assess and evaluate the features based on their importance in distinguishing between different texts?  [Total Words In the Text]","After reviewing and ranking various texts, how do you assess and evaluate the features based on their importance in distinguishing between different texts?  [Average Length of Words In the Text]","After reviewing and ranking various texts, how do you assess and evaluate the features based on their importance in distinguishing between different texts?  [Length of Propositions In the Text]","After reviewing and ranking various texts, how do you assess and evaluate the features based on their importance in distinguishing between different texts?  [Flesch Kincaid Grade Level]","After reviewing and ranking various texts, how do you assess and evaluate the features based on their importance in distinguishing between different texts?  [Flesch Reading Ease]","After reviewing and ranking various texts, how do you assess and evaluate the features based on their importance in distinguishing between different texts?  [Dale Chall Readability]","After reviewing and ranking various texts, how do you assess and evaluate the features based on their importance in distinguishing between different texts?  [Automated Readability Index]","After reviewing and ranking various texts, how do you assess and evaluate the features based on their importance in distinguishing between different texts?  [Gunning Fog]","After reviewing and ranking various texts, how do you assess and evaluate the features based on their importance in distinguishing between different texts?  [Linsear Write]"
2024/11/26 10:16:34 AM GMT+1,35–44,Doctor of Philosophy (Ph.D.),Academic/Research,More than 10 years,Moderately familiar,Occasionally,Neutral,Sometimes,Neutral,Partially AI-generated,Partially human-generated,Completely human-generated,Neutral (Cannot Tell),Completely human-generated,Completely AI-generated,Partially human-generated,Partially AI-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Completely AI-generated,Partially human-generated,Partially AI-generated,Partially human-generated,Partially AI-generated,Partially AI-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Neutral (Cannot Tell),Partially AI-generated,Partially AI-generated,Partially AI-generated,Partially human-generated,Partially AI-generated,Partially human-generated,Neutral (Cannot Tell),Partially AI-generated,Partially AI-generated,Neutral (Cannot Tell),Partially AI-generated,Very important,Moderately important,Slightly important,Moderately important,Very important,Slightly important,Moderately important,Slightly important,Very important,Very important,Very important,Moderately important,Very important
2024/11/26 12:29:27 PM GMT+1,55+,Master of Science (MSc),Engineering and Development,More than 10 years,Very Familiar,Very Frequently,Confident,Always,Strongly Agree,Completely human-generated,Partially human-generated,Completely AI-generated,Completely human-generated,Completely AI-generated,Neutral (Cannot Tell),Partially human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Partially human-generated,Completely human-generated,Partially human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely AI-generated,Completely human-generated,Completely human-generated,Completely human-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Completely human-generated,Completely human-generated,Completely human-generated,Neutral (Cannot Tell),Completely human-generated,Completely human-generated,Partially human-generated,Moderately important,Extremely important,Extremely important,Extremely important,Moderately important,Moderately important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
2024/11/26 12:30:22 PM GMT+1,25–34,Master of Science (MSc),Engineering and Development,5–10 years,Slightly familiar,Very Frequently,Slightly confident,Sometimes,Neutral,Neutral (Cannot Tell),Completely human-generated,Completely human-generated,Neutral (Cannot Tell),Partially human-generated,Partially human-generated,Partially AI-generated,Neutral (Cannot Tell),Partially AI-generated,Partially AI-generated,Partially AI-generated,Neutral (Cannot Tell),Completely AI-generated,Neutral (Cannot Tell),Partially AI-generated,Partially AI-generated,Partially human-generated,Neutral (Cannot Tell),Partially human-generated,Partially AI-generated,Neutral (Cannot Tell),Partially human-generated,Partially AI-generated,Neutral (Cannot Tell),Completely human-generated,Neutral (Cannot Tell),Partially AI-generated,Partially human-generated,Partially AI-generated,Neutral (Cannot Tell),Very important,Moderately important,Slightly important,Moderately important,Very important,Moderately important,Slightly important,Very important,Moderately important,Slightly important,Very important,Moderately important,Slightly important
2024/11/26 12:30:41 PM GMT+1,25–34,Master of Science (MSc),Academic/Research,1–3 years,Very Familiar,Very Frequently,Confident,Often,Agree,Neutral (Cannot Tell),Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Neutral (Cannot Tell),Completely human-generated,Partially AI-generated,Completely human-generated,Neutral (Cannot Tell),Partially human-generated,Completely human-generated,Partially AI-generated,Completely human-generated,Completely AI-generated,Partially AI-generated,Completely human-generated,Neutral (Cannot Tell),Completely human-generated,Partially human-generated,Completely AI-generated,Completely human-generated,Partially human-generated,Partially human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Neutral (Cannot Tell),Slightly important,Extremely important,Extremely important,Very important,Moderately important,Moderately important,Slightly important,Extremely important,Extremely important,Extremely important,Moderately important,Very important,Very important
2024/11/26 12:38:14 PM GMT+1,25–34,Master of Science (MSc),Academic/Research,3–5 years,Moderately familiar,Very Frequently,Confident,Rarely,Agree,Partially AI-generated,Partially human-generated,Partially human-generated,Neutral (Cannot Tell),Partially AI-generated,Partially AI-generated,Partially AI-generated,Partially human-generated,Completely AI-generated,Completely AI-generated,Partially human-generated,Completely human-generated,Completely AI-generated,Partially human-generated,Partially AI-generated,Partially AI-generated,Completely human-generated,Completely AI-generated,Partially human-generated,Partially AI-generated,Partially AI-generated,Partially human-generated,Neutral (Cannot Tell),Completely AI-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Partially human-generated,Partially human-generated,Moderately important,Moderately important,Not important at all,Slightly important,Very important,Very important,Very important,Very important,Extremely important,Extremely important,Slightly important,Extremely important,Extremely important
2024/11/26 12:55:57 PM GMT+1,25–34,Master of Science (MSc),Academic/Research,1–3 years,Moderately familiar,Frequently,Confident,Sometimes,Agree,Partially AI-generated,Partially human-generated,Completely AI-generated,Neutral (Cannot Tell),Partially human-generated,Completely AI-generated,Completely human-generated,Completely human-generated,Partially AI-generated,Neutral (Cannot Tell),Partially human-generated,Partially AI-generated,Partially AI-generated,Completely AI-generated,Completely AI-generated,Completely human-generated,Completely human-generated,Partially human-generated,Completely human-generated,Partially AI-generated,Partially AI-generated,Completely human-generated,Completely human-generated,Partially AI-generated,Completely human-generated,Partially human-generated,Completely human-generated,Partially AI-generated,Partially human-generated,Completely human-generated,Moderately important,Slightly important,Very important,Very important,Moderately important,Very important,Moderately important,Extremely important,Very important,Extremely important,Extremely important,Moderately important,Very important
2024/11/26 12:56:38 PM GMT+1,18–24,Master of Science (MSc),Cybersecurity and IT,1–3 years,Somewhat Familiar,Frequently,Slightly confident,Sometimes,Neutral,Neutral (Cannot Tell),Neutral (Cannot Tell),Completely human-generated,Partially AI-generated,Partially human-generated,Neutral (Cannot Tell),Partially AI-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Partially AI-generated,Partially human-generated,Completely human-generated,Partially AI-generated,Partially AI-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Partially human-generated,Partially AI-generated,Completely human-generated,Completely human-generated,Partially human-generated,Completely human-generated,Partially AI-generated,Partially AI-generated,Completely human-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Slightly important,Moderately important,Moderately important,Extremely important,Moderately important,Very important,Extremely important,Very important,Very important,Very important,Very important,Very important,Extremely important
2024/11/26 1:02:32 PM GMT+1,25–34,Master of Science (MSc),Academic/Research,3–5 years,Very Familiar,Very Frequently,Neutral,Sometimes,Neutral,Neutral (Cannot Tell),Completely human-generated,Completely human-generated,Completely human-generated,Completely AI-generated,Completely AI-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Completely human-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Completely human-generated,Neutral (Cannot Tell),Completely human-generated,Completely AI-generated,Completely AI-generated,Completely human-generated,Completely AI-generated,Completely human-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Completely human-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Not important at all,Slightly important,Slightly important,Moderately important,Not important at all,Not important at all,Not important at all,Extremely important,Extremely important,Extremely important,Very important,Very important,Very important
2024/11/26 1:03:28 PM GMT+1,25–34,Master of Science (MSc),Academic/Research,1–3 years,Moderately familiar,Occasionally,Neutral,Sometimes,Agree,Neutral (Cannot Tell),Completely human-generated,Completely human-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Completely AI-generated,Partially human-generated,Neutral (Cannot Tell),Completely human-generated,Neutral (Cannot Tell),Completely human-generated,Completely human-generated,Neutral (Cannot Tell),Completely human-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Completely human-generated,Completely AI-generated,Completely human-generated,Partially human-generated,Neutral (Cannot Tell),Completely human-generated,Neutral (Cannot Tell),Partially human-generated,Partially human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Extremely important,Moderately important,Not important at all,Extremely important,Not important at all,Slightly important,Very important,Moderately important,Very important,Very important,Slightly important,Moderately important,Moderately important
2024/11/26 3:37:27 PM GMT+1,35–44,Master of Science (MSc),Cybersecurity and IT,1–3 years,Slightly familiar,Occasionally,Confident,Rarely,Neutral,Partially human-generated,Completely human-generated,Completely human-generated,Partially human-generated,Neutral (Cannot Tell),Partially AI-generated,Completely AI-generated,Partially human-generated,Completely human-generated,Partially AI-generated,Partially human-generated,Neutral (Cannot Tell),Partially AI-generated,Partially human-generated,Partially human-generated,Partially AI-generated,Neutral (Cannot Tell),Completely AI-generated,Neutral (Cannot Tell),Partially AI-generated,Completely AI-generated,Neutral (Cannot Tell),Partially AI-generated,Completely AI-generated,Partially AI-generated,Partially human-generated,Completely human-generated,Completely human-generated,Partially human-generated,Partially human-generated,Moderately important,Very important,Very important,Very important,Moderately important,Slightly important,Slightly important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important
2024/11/26 3:50:15 PM GMT+1,25–34,Doctor of Philosophy (Ph.D.),Academic/Research,5–10 years,Moderately familiar,Frequently,Confident,Sometimes,Neutral,Partially human-generated,Partially AI-generated,Partially human-generated,Partially AI-generated,Partially AI-generated,Completely AI-generated,Partially human-generated,Completely AI-generated,Partially human-generated,Partially AI-generated,Neutral (Cannot Tell),Partially human-generated,Partially AI-generated,Neutral (Cannot Tell),Partially AI-generated,Partially AI-generated,Partially human-generated,Completely AI-generated,Completely human-generated,Neutral (Cannot Tell),Partially AI-generated,Completely human-generated,Partially AI-generated,Neutral (Cannot Tell),Partially human-generated,Neutral (Cannot Tell),Completely human-generated,Partially AI-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Slightly important,Very important,Very important,Slightly important,Moderately important,Slightly important,Moderately important,Very important,Very important,Very important,Moderately important,Moderately important,Moderately important
2024/11/26 4:26:33 PM GMT+1,35–44,Master of Science (MSc),Academic/Research,5–10 years,Somewhat Familiar,Frequently,Confident,Sometimes,Agree,Partially human-generated,Partially AI-generated,Partially human-generated,Partially human-generated,Partially AI-generated,Partially human-generated,Partially AI-generated,Partially human-generated,Partially human-generated,Completely human-generated,Partially human-generated,Partially human-generated,Partially AI-generated,Partially human-generated,Completely AI-generated,Partially AI-generated,Completely human-generated,Neutral (Cannot Tell),Completely human-generated,Partially AI-generated,Partially AI-generated,Completely human-generated,Partially AI-generated,Neutral (Cannot Tell),Partially human-generated,Completely human-generated,Neutral (Cannot Tell),Partially human-generated,Partially human-generated,Partially human-generated,Extremely important,Very important,Moderately important,Very important,Not important at all,Not important at all,Slightly important,Moderately important,Very important,Very important,Slightly important,Moderately important,Very important
2024/11/26 5:12:01 PM GMT+1,25–34,Doctor of Philosophy (Ph.D.),Academic/Research,3–5 years,Moderately familiar,Frequently,Confident,Sometimes,Neutral,Completely human-generated,Partially AI-generated,Partially human-generated,Partially human-generated,Partially AI-generated,Partially human-generated,Partially AI-generated,Neutral (Cannot Tell),Completely human-generated,Completely human-generated,Partially AI-generated,Partially human-generated,Neutral (Cannot Tell),Completely AI-generated,Neutral (Cannot Tell),Neutral (Cannot Tell),Partially human-generated,Neutral (Cannot Tell),Partially human-generated,Completely human-generated,Completely AI-generated,Partially AI-generated,Completely AI-generated,Partially human-generated,Partially human-generated,Partially human-generated,Partially human-generated,Completely human-generated,Partially human-generated,Partially human-generated,Moderately important,Slightly important,Slightly important,Not important at all,Not important at all,Not important at all,Moderately important,Slightly important,Moderately important,Slightly important,Slightly important,Slightly important,Moderately important
2024/11/26 8:33:29 PM GMT+1,25–34,Master of Science (MSc),Academic/Research,3–5 years,Moderately familiar,Frequently,Neutral,Sometimes,Agree,Completely human-generated,Completely human-generated,Partially human-generated,Neutral (Cannot Tell),Partially AI-generated,Partially human-generated,Partially AI-generated,Partially AI-generated,Partially human-generated,Partially human-generated,Partially AI-generated,Completely human-generated,Partially AI-generated,Completely human-generated,Completely AI-generated,Completely AI-generated,Completely human-generated,Completely AI-generated,Completely human-generated,Partially AI-generated,Completely AI-generated,Completely human-generated,Partially AI-generated,Partially AI-generated,Partially human-generated,Partially AI-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Moderately important,Very important,Moderately important,Very important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Very important,Moderately important,Extremely important
2024/11/27 12:46:17 AM GMT+1,25–34,Bachelor of Science (BSc),Engineering and Development,More than 10 years,Moderately familiar,Occasionally,Neutral,Sometimes,Agree,Completely AI-generated,Completely AI-generated,Completely human-generated,Partially human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Partially AI-generated,Completely AI-generated,Completely human-generated,Completely human-generated,Completely AI-generated,Completely AI-generated,Completely human-generated,Completely AI-generated,Partially AI-generated,Completely human-generated,Completely human-generated,Partially AI-generated,Completely human-generated,Completely AI-generated,Completely human-generated,Completely human-generated,Completely human-generated,Partially AI-generated,Completely AI-generated,Completely human-generated,Completely human-generated,Completely AI-generated,Completely AI-generated,Moderately important,Very important,Not important at all,Very important,Very important,Not important at all,Not important at all,Not important at all,Not important at all,Very important,Very important,Very important,Very important
2024/11/27 5:00:25 AM GMT+1,55+,Master of Science (MSc),Engineering and Development,Less than 1 year,Not familiar at all,Rarely,Neutral,Sometimes,Agree,Neutral (Cannot Tell),Partially human-generated,Partially human-generated,Completely human-generated,Partially human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Partially human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Partially human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Partially human-generated,Completely human-generated,Completely human-generated,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important
2024/11/27 11:05:32 AM GMT+1,25–34,Master of Science (MSc),Academic/Research,Less than 1 year,Very Familiar,Frequently,Neutral,Often,Agree,Completely AI-generated,Completely human-generated,Completely human-generated,Neutral (Cannot Tell),Partially human-generated,Completely AI-generated,Neutral (Cannot Tell),Completely AI-generated,Partially human-generated,Completely human-generated,Completely human-generated,Partially human-generated,Partially AI-generated,Neutral (Cannot Tell),Completely AI-generated,Completely AI-generated,Completely human-generated,Partially human-generated,Completely human-generated,Partially human-generated,Completely AI-generated,Completely human-generated,Partially AI-generated,Completely AI-generated,Completely AI-generated,Partially human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Completely human-generated,Not important at all,Slightly important,Not important at all,Very important,Moderately important,Moderately important,Not important at all,Very important,Very important,Very important,Very important,Moderately important,Extremely important
2024/11/27 11:50:23 AM GMT+1,25–34,Doctor of Philosophy (Ph.D.),Academic/Research,1–3 years,Moderately familiar,Occasionally,Neutral,Sometimes,Agree,Neutral (Cannot Tell),Completely AI-generated,Completely human-generated,Completely AI-generated,Completely AI-generated,Completely human-generated,Completely AI-generated,Completely human-generated,Partially AI-generated,Completely AI-generated,Completely human-generated,Completely AI-generated,Partially AI-generated,Partially AI-generated,Completely human-generated,Completely human-generated,Completely AI-generated,Partially human-generated,Completely human-generated,Completely AI-generated,Partially human-generated,Completely human-generated,Completely AI-generated,Completely AI-generated,Partially human-generated,Partially human-generated,Completely human-generated,Neutral (Cannot Tell),Completely human-generated,Completely human-generated,Moderately important,Very important,Moderately important,Moderately important,Moderately important,Not important at all,Very important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important
2024/11/27 2:02:47 PM GMT+1,25–34,Doctor of Philosophy (Ph.D.),Academic/Research,5–10 years,Moderately familiar,Frequently,Neutral,Sometimes,Agree,Partially AI-generated,Partially human-generated,Completely human-generated,Neutral (Cannot Tell),Partially human-generated,Neutral (Cannot Tell),Partially human-generated,Completely AI-generated,Partially AI-generated,Partially AI-generated,Neutral (Cannot Tell),Partially human-generated,Completely AI-generated,Partially human-generated,Partially AI-generated,Completely AI-generated,Completely human-generated,Partially AI-generated,Completely human-generated,Partially AI-generated,Neutral (Cannot Tell),Partially human-generated,Completely human-generated,Neutral (Cannot Tell),Partially AI-generated,Partially human-generated,Completely human-generated,Completely human-generated,Partially human-generated,Partially AI-generated,Moderately important,Extremely important,Not important at all,Extremely important,Not important at all,Moderately important,Extremely important,Moderately important,Extremely important,Extremely important,Not important at all,Extremely important,Very important
